@RELATION data/knnSM
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {speech,music}

@DATA
0.116860,0.069705,3.015171,0.191723,0.219665,0.532076,0.018405,0.173201,-23.923660,3.058743,0.496128,0.214071,-0.111501,0.063084,-0.166849,-0.061506,0.040138,0.202865,-0.015761,-0.008601,-0.048705,0.019799,0.003467,0.062719,0.029690,0.039761,0.019818,0.026477,0.001306,0.009267,0.014419,0.016559,0.003097,0.031042,0.143811,0.046686,0.360710,0.110195,0.061179,0.540968,0.011212,0.244194,2.160769,0.787481,0.844110,0.420996,0.483902,0.343526,0.261023,0.298532,0.242125,0.243954,0.227372,0.179035,0.228172,0.026307,0.005175,0.050789,0.031275,0.027726,0.029093,0.030158,0.002616,0.012551,0.017224,0.014282,0.003944,0.010588,speech
0.172563,0.015039,2.725545,0.247427,0.198130,1.326630,0.009518,0.288542,-25.981439,1.289301,-0.047694,-0.302772,-0.642656,0.325133,0.163603,0.199275,-0.059163,-0.018056,-0.160078,0.012117,0.006785,0.014668,0.011034,0.026068,0.009587,0.015539,0.013314,0.015504,0.006226,0.005188,0.010844,0.017850,0.010726,0.014737,0.104283,0.015006,0.449417,0.088244,0.033922,0.501813,0.003534,0.157941,4.162952,0.756192,0.906245,0.298641,0.447531,0.304860,0.368236,0.314552,0.305043,0.242539,0.257296,0.235167,0.217933,0.016392,0.017364,0.030786,0.009201,0.015814,0.013076,0.016921,0.009331,0.004232,0.011651,0.017596,0.017979,0.009578,speech
0.124468,0.045874,3.043003,0.188578,0.180243,0.673271,0.014202,0.191625,-25.023635,2.860230,-0.348788,-0.411191,-0.658867,-0.152197,-0.057257,0.146526,-0.184432,0.048176,-0.177669,-0.163048,-0.392371,0.043705,0.033020,0.019087,0.011990,0.008267,0.006777,0.019541,0.006799,0.002157,0.011420,0.031625,0.015721,0.026661,0.114764,0.029736,0.182250,0.096772,0.038702,0.467101,0.007375,0.175413,1.613007,0.714072,0.721131,0.365059,0.339517,0.223729,0.273539,0.195918,0.195171,0.191717,0.232477,0.158355,0.192078,0.030256,0.005745,0.014181,0.015846,0.012009,0.008175,0.017428,0.002445,0.001128,0.015379,0.029858,0.006295,0.008205,speech
0.188600,0.028619,2.881006,0.276362,0.206642,1.419333,0.012873,0.341146,-24.761588,1.383030,0.287185,-0.377790,-0.272091,-0.134077,-0.041812,0.079247,-0.125060,0.023261,-0.175415,-0.053476,-0.180197,0.014591,0.010605,0.015592,0.010192,0.011854,0.011460,0.014568,0.001959,0.009220,0.023720,0.014742,0.003849,0.016594,0.130688,0.027538,0.415126,0.097588,0.030095,0.658874,0.009206,0.200351,2.153312,0.690927,0.777314,0.531383,0.509951,0.405098,0.339839,0.240027,0.257658,0.253466,0.250819,0.307422,0.351182,0.030582,0.018210,0.015623,0.012776,0.015099,0.022723,0.018517,0.002088,0.010512,0.027754,0.016203,0.004271,0.012828,speech
0.151093,0.014933,2.959405,0.245239,0.209469,0.930302,0.016611,0.243106,-26.861410,2.202013,0.869656,0.112286,-0.177040,-0.206286,-0.319027,0.055232,0.032461,0.088071,-0.033427,-0.012063,0.022593,0.015526,0.005471,0.037654,0.025056,0.029919,0.021775,0.021727,0.001045,0.010713,0.012793,0.028212,0.004799,0.026921,0.140517,0.015729,0.307261,0.126358,0.030283,0.722570,0.011001,0.242544,3.199148,1.058168,1.108171,0.446537,0.349657,0.417569,0.374091,0.320015,0.302112,0.289050,0.234030,0.227482,0.177632,0.020102,0.009417,0.053487,0.039328,0.036970,0.032538,0.023655,0.001452,0.016696,0.014636,0.031892,0.007510,0.014933,speech
0.050795,0.024034,2.797030,0.127689,0.173305,0.281120,0.021118,0.073611,-26.301084,3.318108,0.998634,0.321964,-0.059645,0.100078,-0.221901,0.312908,-0.120645,0.155444,-0.026246,0.020332,-0.070255,0.041358,0.004286,0.102036,0.017458,0.031439,0.006386,0.026576,0.001235,0.008716,0.011538,0.024771,0.003737,0.036413,0.039369,0.018191,0.459656,0.049110,0.034099,0.328714,0.013193,0.069178,2.642206,0.729841,1.009705,0.339348,0.429095,0.339337,0.379909,0.386195,0.248511,0.221292,0.222061,0.220753,0.208522,0.037274,0.006067,0.054227,0.025229,0.029397,0.007430,0.026415,0.003033,0.011339,0.013398,0.032020,0.004803,0.010889,speech
0.170202,0.016195,2.841797,0.263670,0.194105,0.970010,0.012815,0.266125,-26.552302,1.882447,0.812206,-0.103592,-0.489016,-0.003467,-0.180349,-0.058290,-0.047220,0.016875,0.009785,-0.012768,-0.086877,0.021241,0.007328,0.036971,0.018162,0.019547,0.010023,0.020303,0.001912,0.014041,0.012021,0.020018,0.006135,0.020931,0.126787,0.012258,0.440723,0.126473,0.026880,0.622237,0.007994,0.206283,2.923685,1.230555,0.764918,0.364010,0.464791,0.306430,0.275823,0.333176,0.314727,0.231719,0.240946,0.250908,0.276404,0.024757,0.010156,0.031719,0.026755,0.023937,0.012610,0.031208,0.002974,0.020716,0.014890,0.028140,0.008417,0.011325,speech
0.049973,0.026742,2.875191,0.117493,0.165858,0.287401,0.019909,0.070887,-25.889527,3.606878,0.362214,0.432419,0.115089,-0.107764,-0.077298,0.144805,-0.023948,0.152042,0.049543,-0.015953,-0.087506,0.022839,0.003536,0.107895,0.019411,0.036267,0.006065,0.028511,0.001865,0.009832,0.010406,0.023290,0.008047,0.036045,0.040382,0.020136,0.293265,0.047354,0.042480,0.316949,0.011892,0.064757,2.520335,0.824246,0.958289,0.373849,0.628262,0.325231,0.286757,0.204228,0.239940,0.268529,0.211970,0.179893,0.169737,0.028082,0.004596,0.048985,0.021476,0.026047,0.008002,0.030088,0.002818,0.009292,0.010110,0.026033,0.013434,0.010886,speech
0.048106,0.031041,2.778604,0.129291,0.181266,0.273413,0.025857,0.069144,-26.836476,3.436970,0.774042,0.499329,0.115392,0.099142,-0.114464,0.028598,0.033098,0.161524,-0.031881,0.005387,-0.030563,0.013139,0.002047,0.065144,0.030171,0.047117,0.008331,0.045720,0.000407,0.005748,0.018915,0.040800,0.003466,0.035126,0.034994,0.032810,0.492907,0.055360,0.046743,0.312475,0.015566,0.062428,3.127061,0.982226,0.716657,0.528731,0.362863,0.337549,0.320088,0.260869,0.279793,0.234667,0.198940,0.208946,0.158891,0.016085,0.003864,0.051758,0.034960,0.036470,0.012974,0.040063,0.000696,0.006617,0.016380,0.046451,0.005168,0.011991,speech
0.158964,0.048314,3.111022,0.239541,0.208434,1.151880,0.014081,0.267563,-24.283204,1.567402,0.257265,0.310745,-0.321772,0.311827,0.254493,0.286159,0.112804,-0.073360,0.079886,0.022208,-0.024617,0.012647,0.005184,0.039106,0.011077,0.038316,0.006219,0.018815,0.001381,0.003442,0.011412,0.022868,0.003921,0.023448,0.070522,0.025296,0.205103,0.070165,0.031536,0.440371,0.011325,0.122676,1.453290,0.668071,0.511524,0.371270,0.368814,0.284713,0.268185,0.191647,0.194587,0.196608,0.175710,0.135128,0.144618,0.010668,0.004582,0.038158,0.009149,0.038941,0.007048,0.021009,0.001038,0.005846,0.012671,0.031747,0.002924,0.009874,speech
0.117971,0.049340,2.888950,0.164268,0.144294,0.984781,0.017471,0.176627,-23.381442,1.543722,-0.613700,0.206234,-1.029544,-0.165303,-0.366856,-0.279483,-0.101291,-0.071541,-0.064074,-0.147229,0.055009,0.014632,0.009362,0.013123,0.023213,0.020704,0.020578,0.015009,0.003759,0.019009,0.013252,0.010607,0.009715,0.018937,0.055652,0.034306,0.441174,0.041367,0.024957,0.513553,0.010003,0.090562,1.607933,1.157867,1.020939,0.507158,0.621917,0.432723,0.465028,0.276944,0.314472,0.285854,0.287049,0.269834,0.250739,0.016304,0.013339,0.012853,0.032645,0.029639,0.027303,0.016518,0.005229,0.025597,0.017228,0.011218,0.009194,0.013073,speech
0.116729,0.051353,2.972972,0.159634,0.139759,0.992784,0.020003,0.170556,-24.401211,1.620025,-0.705315,0.272207,-0.907048,-0.186967,-0.171107,-0.144896,-0.054555,-0.047916,0.011346,-0.152192,0.173953,0.009728,0.005124,0.028270,0.016416,0.011659,0.012604,0.026322,0.004645,0.022334,0.014113,0.009513,0.005252,0.020163,0.058410,0.047581,0.349806,0.039598,0.030380,0.481927,0.015525,0.085331,2.496193,1.212785,0.911937,0.451113,0.482624,0.436880,0.465077,0.280867,0.369923,0.287097,0.259420,0.250954,0.241851,0.013929,0.004912,0.041457,0.025640,0.015923,0.016241,0.035905,0.005263,0.030897,0.017800,0.009129,0.003845,0.014994,speech
0.101883,0.021380,2.865248,0.178818,0.197462,0.572005,0.016030,0.135215,-26.072893,2.758396,0.131839,0.126278,-0.223760,0.095223,-0.026456,0.114286,-0.189609,0.072124,0.029911,0.025715,0.051780,0.017776,0.005243,0.035128,0.016042,0.028016,0.015853,0.023871,0.001531,0.015694,0.021453,0.034003,0.004924,0.023505,0.077883,0.025654,0.451275,0.073564,0.035258,0.445111,0.009171,0.121865,2.305578,0.611699,0.959546,0.395755,0.366747,0.301067,0.306685,0.235066,0.236739,0.209030,0.198803,0.143379,0.185019,0.020417,0.009258,0.030760,0.017117,0.024226,0.020989,0.025118,0.001738,0.024410,0.019889,0.028208,0.008297,0.010421,speech
0.092845,0.026067,2.648328,0.184465,0.208310,0.595048,0.013324,0.129506,-24.998821,2.519425,0.694084,0.049725,-0.417176,0.024948,0.117794,0.043058,-0.074780,0.103988,-0.141220,0.181356,-0.131955,0.022022,0.005233,0.042429,0.018262,0.031854,0.012863,0.040072,0.001820,0.007385,0.024012,0.027828,0.007109,0.026048,0.050556,0.025882,0.490287,0.050925,0.037780,0.339142,0.008153,0.111188,2.689596,0.525195,0.799854,0.363025,0.536477,0.354545,0.423245,0.235490,0.276764,0.208832,0.231273,0.202401,0.248646,0.023358,0.006261,0.038269,0.025935,0.027514,0.017314,0.037808,0.002870,0.007541,0.020441,0.020981,0.010791,0.009548,speech
0.116542,0.030240,3.065430,0.223146,0.219474,0.821530,0.014202,0.196833,-24.484303,2.083253,0.425815,-0.401814,-0.407495,-0.335993,0.125020,-0.014560,-0.247007,-0.026555,0.077866,-0.006060,-0.067496,0.015555,0.004004,0.018181,0.017293,0.030694,0.027007,0.023806,0.004309,0.017521,0.020539,0.014007,0.009508,0.025795,0.083905,0.026937,0.294541,0.070524,0.044618,0.456757,0.010451,0.168758,1.843067,0.547587,0.785820,0.547781,0.468392,0.363551,0.450246,0.200001,0.233154,0.234772,0.260323,0.241405,0.243211,0.020196,0.004408,0.032500,0.020690,0.041965,0.030900,0.024035,0.010238,0.023459,0.020341,0.013452,0.017648,0.012411,speech
0.102817,0.021174,2.992477,0.205925,0.204011,0.777418,0.013950,0.189174,-25.242667,2.164214,0.719449,-0.420927,-0.458086,-0.091465,0.216933,-0.027203,-0.140781,0.025768,-0.034865,0.084343,-0.048879,0.016916,0.008462,0.026782,0.021675,0.042214,0.034641,0.025765,0.002073,0.004386,0.011466,0.018663,0.013009,0.027484,0.076400,0.015666,0.287905,0.075117,0.036077,0.497004,0.010812,0.167494,2.811389,0.668277,0.699299,0.470974,0.477481,0.394540,0.377155,0.310958,0.217274,0.207957,0.179552,0.284653,0.196188,0.019168,0.014981,0.038831,0.030994,0.037589,0.047593,0.025357,0.003148,0.004010,0.013471,0.020654,0.018407,0.012743,speech
0.114754,0.046245,2.965684,0.196712,0.199579,0.663881,0.018202,0.181435,-24.438877,2.735718,0.257398,0.372431,-0.000645,0.306577,0.059022,-0.211874,0.112761,-0.113224,-0.067755,0.099578,-0.131800,0.022098,0.001688,0.079356,0.024331,0.044862,0.005178,0.022638,0.004571,0.004425,0.010815,0.027847,0.002922,0.035873,0.138473,0.032047,0.421499,0.132865,0.055966,0.679449,0.012385,0.231942,1.688079,0.942438,0.704268,0.412591,0.362988,0.382561,0.267149,0.310204,0.332946,0.225126,0.284850,0.264595,0.247851,0.037157,0.001751,0.064567,0.031226,0.040423,0.006629,0.021087,0.008281,0.004118,0.015224,0.031134,0.003245,0.015762,speech
0.126171,0.053980,2.741441,0.191212,0.196133,0.750253,0.021302,0.176234,-24.630185,2.464539,-0.150878,0.094493,-0.175663,0.062387,-0.155559,-0.014114,-0.191209,-0.400843,-0.359359,-0.157548,-0.155278,0.026611,0.008313,0.048504,0.035604,0.038576,0.018692,0.018608,0.002039,0.005929,0.012287,0.015772,0.004239,0.030709,0.133144,0.055349,0.590474,0.112197,0.054597,0.672989,0.013334,0.230521,2.531987,0.936613,0.714750,0.454888,0.456265,0.372457,0.408170,0.333074,0.304431,0.312777,0.352714,0.302492,0.388872,0.035494,0.012818,0.049462,0.044235,0.050626,0.021726,0.023186,0.003275,0.009261,0.016131,0.020097,0.006721,0.017703,speech
0.124527,0.020807,3.063803,0.204853,0.178089,1.221688,0.011302,0.208580,-26.145232,1.153973,0.236854,0.657298,-0.092798,0.129609,-0.638666,-0.287024,-0.178591,0.181894,-0.093996,0.026377,-0.123128,0.020370,0.003723,0.030602,0.016130,0.021156,0.014220,0.024178,0.002381,0.011985,0.017913,0.009897,0.004034,0.020873,0.054215,0.025677,0.304965,0.048022,0.026305,0.497467,0.006657,0.102902,3.384075,0.939839,0.880403,0.477896,0.558969,0.365664,0.358522,0.308007,0.229271,0.288120,0.273651,0.268749,0.247697,0.023752,0.005806,0.040207,0.024364,0.026032,0.016580,0.023949,0.004263,0.012873,0.017609,0.011749,0.005220,0.011534,speech
0.151199,0.023358,2.983301,0.233258,0.197087,0.868938,0.020774,0.244083,-25.393345,2.182077,0.524573,0.168336,-0.280786,-0.003644,0.173025,0.022916,-0.141172,0.014127,-0.026784,-0.006052,-0.271363,0.023851,0.003858,0.010705,0.004604,0.011369,0.008694,0.028739,0.003254,0.012988,0.048742,0.029076,0.006039,0.026452,0.169875,0.018995,0.372266,0.159277,0.053264,0.823050,0.014595,0.280011,2.071569,1.245846,0.982573,0.576508,0.505281,0.398788,0.351384,0.303220,0.261931,0.216898,0.222997,0.255453,0.284562,0.047278,0.007202,0.013464,0.004307,0.016418,0.013395,0.035822,0.007034,0.019016,0.048776,0.036445,0.013901,0.015182,speech
0.181331,0.020024,3.131853,0.253716,0.176711,1.517588,0.007010,0.298815,-24.620889,-0.462543,-0.268146,0.440656,-0.299009,0.062617,0.093360,-0.055492,-0.065825,-0.005971,-0.090655,-0.062546,-0.235900,0.019047,0.006113,0.006251,0.003126,0.006695,0.006374,0.006622,0.002769,0.004218,0.015138,0.014492,0.010266,0.012158,0.041205,0.017305,0.138903,0.030959,0.030087,0.376408,0.003526,0.081644,1.504660,0.984193,0.744309,0.514621,0.401530,0.356787,0.241879,0.245501,0.292897,0.251984,0.222132,0.233528,0.249772,0.030401,0.009280,0.006056,0.002865,0.007643,0.008094,0.009097,0.002505,0.003893,0.022158,0.018225,0.014538,0.009397,speech
