@RELATION data/gbSM
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {speech,music}

@DATA
0.074859,0.006827,3.072030,0.166626,0.196661,0.663276,0.009272,0.118172,-26.023186,2.332496,0.255930,0.570024,-0.105326,0.224125,0.148477,0.021652,-0.068473,0.020138,0.073020,0.116077,-0.054072,0.012744,0.002141,0.030998,0.014984,0.019949,0.010455,0.039916,0.001578,0.005400,0.024989,0.092000,0.003320,0.031299,0.035832,0.006512,0.182496,0.036247,0.021116,0.388828,0.005300,0.077347,0.920151,0.514168,0.358599,0.333022,0.313579,0.202295,0.206306,0.166640,0.157282,0.161970,0.141318,0.122798,0.155560,0.017270,0.002137,0.020850,0.012530,0.015774,0.011338,0.022638,0.001861,0.005098,0.021294,0.066605,0.003899,0.014384,speech
0.081823,0.008402,3.092121,0.164195,0.191399,0.678270,0.009615,0.133475,-26.101013,2.464385,0.167768,0.639584,-0.203386,0.019116,0.214329,0.061005,-0.084275,0.116866,0.018837,0.181236,-0.113753,0.016354,0.002282,0.037778,0.013642,0.027072,0.008537,0.041747,0.001373,0.007080,0.017522,0.072152,0.004105,0.029496,0.047778,0.010158,0.140874,0.044887,0.025362,0.409620,0.006289,0.102181,1.256533,0.564885,0.429621,0.275134,0.305867,0.270134,0.202384,0.211584,0.238466,0.201843,0.207797,0.178249,0.158162,0.015806,0.002147,0.025783,0.012628,0.020044,0.008813,0.025421,0.001248,0.007406,0.012857,0.058106,0.004446,0.011751,speech
0.061045,0.009242,2.997765,0.163197,0.222817,0.383091,0.010036,0.079875,-26.191901,3.270820,0.044444,0.437320,0.372173,0.352942,0.073595,0.085292,0.037376,-0.145201,-0.214731,-0.051888,-0.083775,0.011541,0.001694,0.050979,0.027487,0.022757,0.003949,0.068805,0.002282,0.004354,0.025314,0.057852,0.002919,0.028867,0.040595,0.006172,0.133387,0.036473,0.022474,0.306165,0.003155,0.076030,1.017716,0.486570,0.433373,0.243869,0.248914,0.196018,0.154683,0.192074,0.206942,0.177376,0.155664,0.141246,0.156949,0.009442,0.001407,0.027421,0.022748,0.015676,0.002994,0.033932,0.002841,0.004694,0.016299,0.027997,0.003980,0.008012,speech
0.076286,0.006377,3.100898,0.176183,0.211608,0.592958,0.009165,0.102682,-28.069365,2.429485,0.293078,0.354613,0.027720,0.233012,-0.052962,-0.172524,0.008258,0.065312,-0.188214,-0.018202,-0.098512,0.023724,0.001805,0.034244,0.005549,0.019653,0.011628,0.036612,0.002192,0.011268,0.031708,0.062800,0.003902,0.029539,0.029938,0.010904,0.196577,0.038935,0.030580,0.345582,0.005262,0.064181,2.352412,0.516439,0.606824,0.318284,0.319711,0.235071,0.211920,0.223613,0.193932,0.201323,0.171029,0.209453,0.178192,0.030377,0.001776,0.025903,0.004553,0.021653,0.018247,0.027126,0.002846,0.011158,0.025186,0.038966,0.005092,0.009733,speech
0.088840,0.016564,3.062994,0.167498,0.191592,0.537763,0.009873,0.127792,-25.557788,2.840828,-0.132058,0.119880,0.036292,0.204457,0.274569,0.270079,0.297394,-0.074017,-0.272538,-0.238645,-0.113689,0.019004,0.004778,0.034554,0.011183,0.024989,0.004143,0.040149,0.001434,0.003348,0.019034,0.025619,0.002237,0.019374,0.077666,0.015028,0.265501,0.078656,0.027664,0.451958,0.006086,0.113012,1.140544,0.740098,0.513623,0.328875,0.270949,0.340521,0.215018,0.219556,0.210538,0.181400,0.166760,0.163627,0.167083,0.014073,0.003511,0.020174,0.010910,0.029373,0.003329,0.025768,0.002026,0.003266,0.014394,0.019385,0.001964,0.008294,speech
0.096370,0.007171,3.071145,0.176873,0.188394,0.919988,0.008575,0.159406,-27.730685,1.923898,-0.371989,0.146907,0.403641,0.116543,0.016771,0.046257,-0.110979,0.000650,-0.269758,0.072218,-0.140373,0.018944,0.004946,0.047476,0.013045,0.015844,0.006798,0.034566,0.004457,0.008287,0.012766,0.038970,0.006684,0.022310,0.032665,0.014421,0.197963,0.033922,0.020510,0.399071,0.004083,0.073965,1.933837,0.961673,0.461154,0.274325,0.291145,0.255613,0.185316,0.253708,0.246459,0.233409,0.245597,0.235904,0.198199,0.015725,0.005112,0.037615,0.014510,0.014060,0.006818,0.022781,0.007625,0.010089,0.013384,0.025017,0.007764,0.008546,speech
0.078953,0.010996,3.011805,0.172827,0.211507,0.596519,0.011901,0.098979,-26.147203,2.661765,-0.460622,-0.137022,0.134286,0.083024,0.162983,0.084660,-0.049086,-0.313862,-0.212227,0.110051,0.221366,0.011515,0.005264,0.036397,0.015832,0.022697,0.049649,0.054895,0.001477,0.004176,0.012069,0.018825,0.003615,0.026391,0.009452,0.017584,0.237282,0.016807,0.027350,0.179773,0.006082,0.033114,1.243864,0.271166,0.702859,0.515905,0.288730,0.373107,0.153478,0.302116,0.283688,0.239509,0.247824,0.197864,0.194616,0.010459,0.004504,0.019008,0.018146,0.019194,0.036257,0.036076,0.002515,0.004782,0.010066,0.013828,0.002706,0.008222,speech
0.106300,0.017532,3.120940,0.188290,0.212309,0.757475,0.006914,0.150583,-24.901257,2.443816,0.214552,-0.014098,0.206984,0.095895,0.036533,0.057550,-0.027782,0.243048,-0.250822,-0.048883,-0.237683,0.016551,0.003052,0.051211,0.028197,0.015885,0.003739,0.023110,0.002814,0.012216,0.031904,0.033395,0.004140,0.021184,0.034524,0.019602,0.098774,0.029347,0.009332,0.367816,0.002190,0.082723,1.067835,0.714853,0.295691,0.286179,0.289533,0.253223,0.235893,0.210960,0.206087,0.163422,0.198092,0.187641,0.162651,0.010067,0.002672,0.015278,0.014336,0.009864,0.004289,0.013775,0.004459,0.012836,0.016111,0.014432,0.004506,0.004969,speech
0.100501,0.041108,3.072610,0.180671,0.184992,0.738498,0.012171,0.123500,-25.175426,1.783159,-0.847266,0.119056,0.413589,-0.320627,0.057857,-0.142881,-0.108309,-0.017850,-0.086517,0.285492,-0.036754,0.016594,0.012501,0.044775,0.009583,0.012295,0.019951,0.017367,0.005330,0.005248,0.018585,0.020612,0.005240,0.021321,0.043413,0.051885,0.227369,0.048522,0.018762,0.478641,0.009601,0.059710,2.850632,1.507322,0.773370,0.654031,0.416370,0.366183,0.230442,0.241086,0.357033,0.210849,0.413390,0.262296,0.236680,0.012180,0.015944,0.056822,0.010911,0.013316,0.042414,0.012039,0.009693,0.004241,0.021501,0.019646,0.007209,0.013697,speech
0.080795,0.013546,3.036792,0.181483,0.211340,0.661300,0.006918,0.127778,-24.631045,2.247687,0.148138,0.274228,-0.303405,0.179172,0.224387,-0.112765,0.051045,0.217451,-0.174110,0.186042,-0.008071,0.011283,0.005925,0.052499,0.019162,0.023454,0.006506,0.102288,0.002288,0.006993,0.010715,0.046904,0.003472,0.035364,0.037557,0.011910,0.167370,0.047411,0.037383,0.383008,0.003235,0.122332,1.450513,0.352137,0.317796,0.204610,0.349264,0.167676,0.253231,0.152439,0.262513,0.171520,0.183336,0.157364,0.150587,0.012619,0.009492,0.033928,0.018248,0.013020,0.004888,0.074764,0.003311,0.007894,0.008539,0.040736,0.002937,0.017200,speech
0.085552,0.015937,3.080475,0.181112,0.212207,0.689070,0.007287,0.135109,-24.391163,2.309840,0.102937,0.245927,-0.039469,0.133294,0.107250,-0.014345,0.027062,0.057092,-0.071578,0.162775,0.023484,0.011409,0.002858,0.064820,0.031344,0.029152,0.005653,0.072293,0.003501,0.005263,0.013994,0.036827,0.003227,0.033296,0.039809,0.014839,0.130682,0.038428,0.027456,0.385242,0.003778,0.101239,1.014790,0.431785,0.377303,0.257455,0.295221,0.226111,0.242545,0.226800,0.192255,0.281813,0.155674,0.185276,0.201433,0.010482,0.002645,0.038531,0.042140,0.022421,0.005910,0.065176,0.005356,0.004097,0.014141,0.030914,0.003133,0.015762,speech
0.075381,0.010028,3.094911,0.179416,0.217865,0.622496,0.006354,0.103940,-24.972480,2.444855,-0.018117,0.402646,0.084169,0.266356,0.076021,0.089910,-0.000718,0.055233,-0.000458,0.122140,-0.016898,0.015296,0.003156,0.041642,0.012408,0.064797,0.008435,0.037327,0.004110,0.006356,0.013614,0.039269,0.003103,0.026091,0.017593,0.008724,0.099989,0.018586,0.024522,0.210806,0.002260,0.048732,1.044272,0.409727,0.341748,0.356422,0.235800,0.264997,0.185579,0.192672,0.178214,0.158367,0.150102,0.118177,0.145948,0.012333,0.003420,0.026199,0.007348,0.033754,0.006843,0.026288,0.008050,0.006265,0.009890,0.021298,0.002137,0.007317,speech
0.093517,0.023376,3.116488,0.190371,0.214935,0.800447,0.010963,0.148588,-25.389595,2.177016,-0.487397,0.125326,-0.070325,0.156167,0.084139,-0.018120,0.001388,-0.063641,-0.047205,0.026017,0.005545,0.013655,0.005893,0.070099,0.015849,0.017440,0.011984,0.059479,0.004497,0.006221,0.010221,0.030007,0.006852,0.030072,0.035730,0.029026,0.161089,0.041884,0.028582,0.364815,0.008282,0.101794,1.477297,0.523571,0.458931,0.375376,0.328370,0.246523,0.230905,0.241982,0.290727,0.247020,0.312069,0.309447,0.270473,0.013396,0.006632,0.040045,0.020567,0.015886,0.015979,0.044410,0.007600,0.006424,0.012590,0.022134,0.006160,0.011727,speech
0.104543,0.024559,3.122537,0.200479,0.212327,0.865018,0.012838,0.158350,-24.353986,2.206579,-0.582931,-0.141945,-0.156051,-0.009923,-0.020866,0.004646,0.010362,-0.014671,-0.121824,-0.101797,-0.044967,0.025519,0.015604,0.025550,0.015144,0.021328,0.017075,0.019637,0.003799,0.016240,0.013288,0.018978,0.009425,0.021999,0.047458,0.031715,0.203328,0.051830,0.035102,0.443825,0.007653,0.113398,1.133708,0.460616,0.641120,0.381558,0.361437,0.302234,0.265558,0.260638,0.243240,0.252712,0.250114,0.251790,0.249677,0.027721,0.020518,0.021849,0.021261,0.028200,0.021117,0.018874,0.005060,0.028073,0.012094,0.019218,0.011622,0.011072,speech
0.109142,0.011824,3.043030,0.199799,0.216898,0.873212,0.010633,0.176609,-25.563169,2.354620,-0.438775,0.030023,-0.118104,-0.065964,-0.060691,0.008632,-0.012730,-0.066676,-0.094267,-0.017194,-0.015754,0.020905,0.008592,0.029934,0.016967,0.019101,0.017585,0.029202,0.002249,0.012041,0.019318,0.019281,0.008427,0.019580,0.067343,0.016083,0.251281,0.071345,0.042830,0.527146,0.006557,0.184993,1.268880,0.528434,0.640251,0.349236,0.446086,0.303032,0.258795,0.185221,0.230705,0.171953,0.228094,0.199564,0.207534,0.023851,0.012799,0.028455,0.015865,0.017678,0.017791,0.025711,0.003296,0.014408,0.016619,0.015458,0.010234,0.008665,speech
0.110318,0.010236,3.124894,0.201433,0.215920,0.952432,0.009248,0.155354,-25.344832,2.254218,-0.283703,0.029432,0.046725,-0.152891,-0.024225,-0.089832,0.052966,-0.029576,-0.119199,-0.052634,-0.104147,0.019592,0.005952,0.032919,0.016404,0.016869,0.014599,0.032549,0.001961,0.009772,0.017203,0.029623,0.009859,0.018887,0.050077,0.015984,0.154383,0.047404,0.030495,0.440564,0.006199,0.098875,1.590204,0.537908,0.574677,0.355810,0.359011,0.258176,0.250817,0.219416,0.219195,0.167942,0.155495,0.183954,0.192465,0.014825,0.004061,0.028762,0.015304,0.012320,0.010823,0.033423,0.001532,0.012111,0.013783,0.023949,0.013409,0.007546,speech
0.084576,0.012892,3.072658,0.175155,0.203093,0.645934,0.011842,0.128130,-25.218895,2.622073,-0.302766,-0.021172,-0.162772,0.022409,-0.072608,-0.071671,-0.056655,0.009978,-0.047728,0.016510,-0.080866,0.023106,0.006246,0.034923,0.018629,0.023448,0.016444,0.025122,0.004522,0.015428,0.021370,0.024966,0.010966,0.022242,0.038104,0.017481,0.243329,0.043328,0.031896,0.322352,0.007605,0.093939,1.073469,0.438916,0.439657,0.342079,0.322556,0.243863,0.223034,0.189066,0.216115,0.209384,0.209989,0.186687,0.241915,0.022770,0.008235,0.031081,0.022878,0.025654,0.017197,0.020108,0.006468,0.018481,0.019324,0.019723,0.012896,0.011127,speech
0.106989,0.012673,2.941074,0.189852,0.196707,0.842653,0.013040,0.164557,-25.934962,2.118841,-0.808137,-0.316709,-0.369096,0.142605,0.027041,-0.122718,0.012837,-0.006743,-0.114631,-0.063859,-0.156933,0.015850,0.009456,0.025420,0.016898,0.014668,0.011167,0.021462,0.011576,0.017398,0.014082,0.013242,0.012488,0.017591,0.057994,0.016862,0.358686,0.057423,0.034708,0.486355,0.006779,0.130893,1.920477,0.752326,0.626458,0.479233,0.449301,0.289261,0.296776,0.232021,0.217582,0.235188,0.235799,0.255081,0.240373,0.019576,0.012198,0.025881,0.018952,0.014676,0.011308,0.019657,0.018657,0.024275,0.014211,0.011409,0.018588,0.008290,speech
0.078621,0.006676,3.086463,0.163659,0.197026,0.639719,0.008902,0.120593,-27.354964,2.547060,-0.355610,0.234564,0.162697,0.124679,0.012232,0.063416,0.072266,0.011619,-0.054880,0.137567,0.086493,0.025561,0.005305,0.088845,0.012203,0.016653,0.011682,0.061471,0.005055,0.005591,0.007855,0.023142,0.005565,0.033942,0.042892,0.010494,0.189955,0.044234,0.029520,0.336080,0.004471,0.088384,1.613352,0.513456,0.561847,0.290246,0.246980,0.285092,0.218739,0.211099,0.233854,0.193426,0.192105,0.206245,0.188794,0.018337,0.004775,0.056491,0.013080,0.014671,0.013172,0.043497,0.007684,0.005369,0.006191,0.018359,0.005953,0.012128,speech
0.071339,0.008014,3.002502,0.160356,0.206999,0.361781,0.011965,0.101514,-28.286882,3.160054,0.266691,0.062195,-0.198056,-0.004752,0.031244,-0.020167,0.122355,0.176674,-0.038667,0.021179,0.008254,0.015809,0.004574,0.071126,0.009871,0.014441,0.007791,0.066207,0.002630,0.011884,0.023251,0.035894,0.005414,0.031690,0.047621,0.009884,0.176831,0.058690,0.034123,0.384161,0.005909,0.105851,1.912310,0.585715,0.505708,0.321685,0.347801,0.234263,0.237087,0.206999,0.209263,0.182742,0.187586,0.168731,0.151201,0.017027,0.005937,0.043759,0.009070,0.011573,0.010770,0.044788,0.004822,0.013918,0.016386,0.023505,0.005917,0.012426,speech
0.087651,0.007827,2.995194,0.174217,0.208711,0.519783,0.012922,0.127760,-27.235136,2.967422,0.213141,0.200038,-0.134689,0.083188,0.091339,0.100504,0.045050,0.080146,-0.152208,0.017013,-0.002020,0.029566,0.005255,0.075216,0.014726,0.019995,0.006534,0.060839,0.002288,0.005731,0.009990,0.031139,0.006691,0.032072,0.070111,0.010900,0.189422,0.077977,0.035990,0.498711,0.006735,0.136097,2.019160,0.736817,0.583736,0.310768,0.362963,0.258173,0.309559,0.224456,0.265225,0.193081,0.197442,0.192726,0.194337,0.027994,0.005911,0.049245,0.016661,0.017931,0.008121,0.053178,0.004797,0.006530,0.009793,0.023447,0.008302,0.015314,speech
