@RELATION svm_rbf_sm
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {speech,music}

@DATA
0.074859,0.006827,3.072030,0.166626,0.196661,0.663276,0.009272,0.118172,-26.023186,2.332496,0.255930,0.570024,-0.105326,0.224125,0.148477,0.021652,-0.068473,0.020138,0.073020,0.116077,-0.054072,0.012744,0.002141,0.030998,0.014984,0.019949,0.010455,0.039916,0.001578,0.005400,0.024989,0.092000,0.003320,0.031299,0.001126,-0.000025,0.017760,0.000924,-0.000599,0.026855,0.000003,0.004031,0.007710,-0.032618,0.018502,0.018380,-0.006524,0.006015,0.003006,0.005751,-0.000735,-0.011827,0.001619,-0.002190,-0.007984,0.000364,0.000177,-0.000074,0.000051,0.000153,-0.000086,-0.000265,-0.000024,-0.000297,-0.000404,-0.000406,-0.000089,-0.000179,0.035832,0.006512,0.182496,0.036247,0.021116,0.388828,0.005300,0.077347,0.920151,0.514168,0.358599,0.333022,0.313579,0.202295,0.206306,0.166640,0.157282,0.161970,0.141318,0.122798,0.155560,0.017270,0.002137,0.020850,0.012530,0.015774,0.011338,0.022638,0.001861,0.005098,0.021294,0.066605,0.003899,0.014384,0.035064,0.005387,0.236332,0.038925,0.025980,0.393969,0.006912,0.080927,0.774628,0.483784,0.368120,0.313377,0.317239,0.214047,0.244041,0.200391,0.204251,0.199461,0.193675,0.163226,0.201992,0.022354,0.002273,0.025881,0.018288,0.022213,0.013839,0.031997,0.002345,0.006721,0.026272,0.063027,0.004765,0.014150,speech
0.081823,0.008402,3.092121,0.164195,0.191399,0.678270,0.009615,0.133475,-26.101013,2.464385,0.167768,0.639584,-0.203386,0.019116,0.214329,0.061005,-0.084275,0.116866,0.018837,0.181236,-0.113753,0.016354,0.002282,0.037778,0.013642,0.027072,0.008537,0.041747,0.001373,0.007080,0.017522,0.072152,0.004105,0.029496,-0.000598,0.000016,0.001003,-0.000565,-0.000098,-0.007992,0.000024,-0.001512,-0.001496,0.012656,0.001272,0.002325,0.003537,-0.000227,-0.000506,0.000543,-0.000711,0.001949,0.000677,-0.001211,-0.000760,0.000013,0.000000,-0.000090,0.000104,0.001022,-0.000056,-0.000240,-0.000008,-0.000027,-0.000201,-0.000383,-0.000017,0.000130,0.047778,0.010158,0.140874,0.044887,0.025362,0.409620,0.006289,0.102181,1.256533,0.564885,0.429621,0.275134,0.305867,0.270134,0.202384,0.211584,0.238466,0.201843,0.207797,0.178249,0.158162,0.015806,0.002147,0.025783,0.012628,0.020044,0.008813,0.025421,0.001248,0.007406,0.012857,0.058106,0.004446,0.011751,0.053590,0.009065,0.216287,0.049131,0.030194,0.426177,0.008015,0.109416,0.907437,0.584014,0.364779,0.276642,0.321599,0.246217,0.236898,0.250825,0.265587,0.225307,0.229883,0.223506,0.201010,0.021155,0.002874,0.033624,0.015673,0.023568,0.012250,0.035913,0.001634,0.010223,0.015658,0.057474,0.005587,0.012397,speech
0.061045,0.009242,2.997765,0.163197,0.222817,0.383091,0.010036,0.079875,-26.191901,3.270820,0.044444,0.437320,0.372173,0.352942,0.073595,0.085292,0.037376,-0.145201,-0.214731,-0.051888,-0.083775,0.011541,0.001694,0.050979,0.027487,0.022757,0.003949,0.068805,0.002282,0.004354,0.025314,0.057852,0.002919,0.028867,-0.000814,0.000095,0.001593,0.001923,0.001534,0.002327,0.000524,0.000125,0.043787,-0.016860,0.017082,-0.008388,-0.009722,0.001151,-0.001167,0.003272,-0.024003,-0.019336,-0.010594,-0.008367,0.003965,0.000488,0.000026,0.002349,0.000010,-0.001416,0.000016,-0.002935,-0.000064,0.000012,0.000998,0.000280,-0.000027,-0.000243,0.040595,0.006172,0.133387,0.036473,0.022474,0.306165,0.003155,0.076030,1.017716,0.486570,0.433373,0.243869,0.248914,0.196018,0.154683,0.192074,0.206942,0.177376,0.155664,0.141246,0.156949,0.009442,0.001407,0.027421,0.022748,0.015676,0.002994,0.033932,0.002841,0.004694,0.016299,0.027997,0.003980,0.008012,0.037876,0.006427,0.161888,0.033895,0.022357,0.187084,0.004159,0.061026,0.717342,0.335517,0.308941,0.275875,0.307638,0.216327,0.198753,0.190037,0.210398,0.228632,0.213509,0.198999,0.195097,0.014466,0.001870,0.028231,0.022920,0.024004,0.003613,0.044920,0.003106,0.004313,0.023639,0.036046,0.003782,0.008274,speech
0.076286,0.006377,3.100898,0.176183,0.211608,0.592958,0.009165,0.102682,-28.069365,2.429485,0.293078,0.354613,0.027720,0.233012,-0.052962,-0.172524,0.008258,0.065312,-0.188214,-0.018202,-0.098512,0.023724,0.001805,0.034244,0.005549,0.019653,0.011628,0.036612,0.002192,0.011268,0.031708,0.062800,0.003902,0.029539,-0.000394,-0.000104,-0.003577,-0.000946,-0.000057,-0.009997,0.000042,-0.001132,-0.067657,0.018336,0.001239,0.001771,0.003614,-0.004809,-0.003156,0.006009,0.000264,0.000608,-0.006313,-0.009573,0.000455,-0.000041,-0.000032,0.000387,0.000045,0.000030,-0.000121,0.000065,-0.000058,-0.000099,0.000214,0.000537,-0.000020,0.000057,0.029938,0.010904,0.196577,0.038935,0.030580,0.345582,0.005262,0.064181,2.352412,0.516439,0.606824,0.318284,0.319711,0.235071,0.211920,0.223613,0.193932,0.201323,0.171029,0.209453,0.178192,0.030377,0.001776,0.025903,0.004553,0.021653,0.018247,0.027126,0.002846,0.011158,0.025186,0.038966,0.005092,0.009733,0.028535,0.010004,0.277508,0.039554,0.025811,0.322009,0.005629,0.070576,1.195761,0.483898,0.420469,0.359355,0.305927,0.282997,0.231789,0.259009,0.244907,0.265440,0.205697,0.248845,0.203159,0.036059,0.002155,0.030933,0.006678,0.024711,0.014012,0.023940,0.003812,0.012403,0.027906,0.046000,0.006861,0.012166,speech
0.088840,0.016564,3.062994,0.167498,0.191592,0.537763,0.009873,0.127792,-25.557788,2.840828,-0.132058,0.119880,0.036292,0.204457,0.274569,0.270079,0.297394,-0.074017,-0.272538,-0.238645,-0.113689,0.019004,0.004778,0.034554,0.011183,0.024989,0.004143,0.040149,0.001434,0.003348,0.019034,0.025619,0.002237,0.019374,0.000063,0.000034,0.000323,-0.000812,-0.001278,-0.001030,-0.001425,0.000167,0.009866,0.027008,-0.021496,-0.022905,-0.007079,-0.046511,-0.014672,-0.000699,-0.038322,-0.007668,-0.006761,0.020608,0.028227,-0.001318,0.000544,0.001668,-0.000294,-0.000532,0.000035,-0.000631,-0.000020,-0.000025,-0.000251,-0.001897,-0.000087,-0.000046,0.077666,0.015028,0.265501,0.078656,0.027664,0.451958,0.006086,0.113012,1.140544,0.740098,0.513623,0.328875,0.270949,0.340521,0.215018,0.219556,0.210538,0.181400,0.166760,0.163627,0.167083,0.014073,0.003511,0.020174,0.010910,0.029373,0.003329,0.025768,0.002026,0.003266,0.014394,0.019385,0.001964,0.008294,0.080874,0.013808,0.385267,0.075307,0.028271,0.430992,0.008994,0.110768,0.797364,0.756644,0.520665,0.310449,0.278905,0.350084,0.262196,0.260056,0.243879,0.262788,0.171093,0.231210,0.168329,0.016783,0.004572,0.027200,0.013096,0.026082,0.004731,0.033470,0.002848,0.004501,0.017870,0.023828,0.002554,0.009380,speech
0.096370,0.007171,3.071145,0.176873,0.188394,0.919988,0.008575,0.159406,-27.730685,1.923898,-0.371989,0.146907,0.403641,0.116543,0.016771,0.046257,-0.110979,0.000650,-0.269758,0.072218,-0.140373,0.018944,0.004946,0.047476,0.013045,0.015844,0.006798,0.034566,0.004457,0.008287,0.012766,0.038970,0.006684,0.022310,-0.002222,-0.000006,0.007780,-0.001502,-0.000947,-0.006915,-0.000055,-0.000688,-0.038577,0.012876,-0.008346,0.004619,-0.006887,0.009142,0.004397,0.022278,-0.004462,-0.010378,-0.011718,0.021754,-0.009599,-0.000001,-0.000052,-0.000905,-0.000788,-0.000884,-0.000061,-0.000357,0.000127,-0.000183,-0.000007,0.004793,-0.000388,0.000631,0.032665,0.014421,0.197963,0.033922,0.020510,0.399071,0.004083,0.073965,1.933837,0.961673,0.461154,0.274325,0.291145,0.255613,0.185316,0.253708,0.246459,0.233409,0.245597,0.235904,0.198199,0.015725,0.005112,0.037615,0.014510,0.014060,0.006818,0.022781,0.007625,0.010089,0.013384,0.025017,0.007764,0.008546,0.029306,0.013870,0.290664,0.033558,0.021392,0.312915,0.004226,0.075788,1.223838,0.591474,0.372585,0.304565,0.291719,0.285814,0.221527,0.257010,0.261453,0.318724,0.263696,0.316698,0.297129,0.015012,0.007173,0.041954,0.020529,0.016795,0.010334,0.026761,0.009216,0.014002,0.017790,0.027635,0.011506,0.007609,speech
0.078953,0.010996,3.011805,0.172827,0.211507,0.596519,0.011901,0.098979,-26.147203,2.661765,-0.460622,-0.137022,0.134286,0.083024,0.162983,0.084660,-0.049086,-0.313862,-0.212227,0.110051,0.221366,0.011515,0.005264,0.036397,0.015832,0.022697,0.049649,0.054895,0.001477,0.004176,0.012069,0.018825,0.003615,0.026391,-0.000292,-0.001209,0.001713,0.004350,0.008623,-0.032803,-0.002075,-0.008479,-0.265666,0.099054,0.285817,0.202825,0.044664,0.025178,-0.020000,-0.115912,-0.029451,0.084479,0.050446,-0.067930,-0.056452,0.001331,-0.000308,0.003661,-0.002483,-0.005221,0.005081,0.009918,-0.000159,0.000530,0.005128,0.000994,-0.001390,0.000129,0.009452,0.017584,0.237282,0.016807,0.027350,0.179773,0.006082,0.033114,1.243864,0.271166,0.702859,0.515905,0.288730,0.373107,0.153478,0.302116,0.283688,0.239509,0.247824,0.197864,0.194616,0.010459,0.004504,0.019008,0.018146,0.019194,0.036257,0.036076,0.002515,0.004782,0.010066,0.013828,0.002706,0.008222,0.010643,0.018209,0.360352,0.020747,0.027657,0.212530,0.007607,0.040488,1.206911,0.401998,0.495985,0.361441,0.353228,0.371296,0.197757,0.282778,0.396930,0.269699,0.308143,0.284556,0.294037,0.014457,0.006942,0.033013,0.024304,0.037004,0.044449,0.041758,0.003407,0.007040,0.008638,0.013658,0.003595,0.011701,speech
0.106300,0.017532,3.120940,0.188290,0.212309,0.757475,0.006914,0.150583,-24.901257,2.443816,0.214552,-0.014098,0.206984,0.095895,0.036533,0.057550,-0.027782,0.243048,-0.250822,-0.048883,-0.237683,0.016551,0.003052,0.051211,0.028197,0.015885,0.003739,0.023110,0.002814,0.012216,0.031904,0.033395,0.004140,0.021184,0.010159,0.001345,0.035286,0.017658,0.020070,-0.010540,-0.000754,-0.000750,0.199550,0.016860,0.121807,0.011545,0.000410,-0.011317,0.037988,-0.070829,0.055007,-0.021986,0.084314,-0.134715,-0.128495,0.005323,0.000164,0.013954,-0.008367,-0.000451,-0.000407,0.000367,0.000327,0.001883,-0.003211,-0.001349,0.000067,0.000882,0.034524,0.019602,0.098774,0.029347,0.009332,0.367816,0.002190,0.082723,1.067835,0.714853,0.295691,0.286179,0.289533,0.253223,0.235893,0.210960,0.206087,0.163422,0.198092,0.187641,0.162651,0.010067,0.002672,0.015278,0.014336,0.009864,0.004289,0.013775,0.004459,0.012836,0.016111,0.014432,0.004506,0.004969,0.027543,0.017141,0.141499,0.021470,0.011449,0.256921,0.002733,0.049808,0.681987,0.405515,0.273926,0.242696,0.221678,0.204573,0.200136,0.176539,0.169302,0.187163,0.223104,0.190105,0.191311,0.013015,0.003722,0.016918,0.017015,0.007969,0.006542,0.017195,0.006348,0.015272,0.025308,0.019048,0.005209,0.006984,speech
0.100501,0.041108,3.072610,0.180671,0.184992,0.738498,0.012171,0.123500,-25.175426,1.783159,-0.847266,0.119056,0.413589,-0.320627,0.057857,-0.142881,-0.108309,-0.017850,-0.086517,0.285492,-0.036754,0.016594,0.012501,0.044775,0.009583,0.012295,0.019951,0.017367,0.005330,0.005248,0.018585,0.020612,0.005240,0.021321,0.006758,0.000063,0.006109,0.005962,0.001249,0.098558,0.000731,0.010250,0.276960,-0.143467,-0.068963,0.023351,0.015533,-0.030105,-0.007543,0.027862,0.046690,0.023090,0.046518,0.010687,0.035250,-0.002672,0.001090,-0.009031,-0.002727,-0.000038,-0.000012,0.001933,0.000053,-0.000095,0.000510,-0.001406,0.000167,-0.001965,0.043413,0.051885,0.227369,0.048522,0.018762,0.478641,0.009601,0.059710,2.850632,1.507322,0.773370,0.654031,0.416370,0.366183,0.230442,0.241086,0.357033,0.210849,0.413390,0.262296,0.236680,0.012180,0.015944,0.056822,0.010911,0.013316,0.042414,0.012039,0.009693,0.004241,0.021501,0.019646,0.007209,0.013697,0.021830,0.042384,0.364913,0.031564,0.026398,0.382364,0.011554,0.030791,1.613170,0.931846,0.522644,0.588348,0.415439,0.380341,0.318769,0.263610,0.464366,0.241203,0.435330,0.267995,0.292496,0.018558,0.018809,0.048947,0.012069,0.020963,0.060810,0.016379,0.012503,0.006458,0.024176,0.018962,0.008870,0.015248,speech
0.080795,0.013546,3.036792,0.181483,0.211340,0.661300,0.006918,0.127778,-24.631045,2.247687,0.148138,0.274228,-0.303405,0.179172,0.224387,-0.112765,0.051045,0.217451,-0.174110,0.186042,-0.008071,0.011283,0.005925,0.052499,0.019162,0.023454,0.006506,0.102288,0.002288,0.006993,0.010715,0.046904,0.003472,0.035364,0.000000,0.000147,0.006782,0.001321,0.002079,-0.016978,0.000345,-0.006389,0.046791,0.000804,0.005721,-0.025550,-0.022278,0.012463,-0.012911,0.012344,-0.003324,0.010334,0.004181,0.006127,-0.013797,0.000054,-0.000073,-0.003086,0.000225,0.000802,-0.000440,0.007844,-0.000163,-0.001349,-0.001563,0.002300,0.000072,0.001476,0.037557,0.011910,0.167370,0.047411,0.037383,0.383008,0.003235,0.122332,1.450513,0.352137,0.317796,0.204610,0.349264,0.167676,0.253231,0.152439,0.262513,0.171520,0.183336,0.157364,0.150587,0.012619,0.009492,0.033928,0.018248,0.013020,0.004888,0.074764,0.003311,0.007894,0.008539,0.040736,0.002937,0.017200,0.031569,0.013659,0.267799,0.054272,0.038423,0.304585,0.003743,0.140010,1.140562,0.359039,0.372527,0.237848,0.230333,0.212641,0.322185,0.232703,0.265336,0.240638,0.228180,0.246880,0.144844,0.019448,0.010299,0.049135,0.020096,0.021228,0.003707,0.048969,0.004292,0.010879,0.008258,0.048653,0.004756,0.011355,speech
0.085552,0.015937,3.080475,0.181112,0.212207,0.689070,0.007287,0.135109,-24.391163,2.309840,0.102937,0.245927,-0.039469,0.133294,0.107250,-0.014345,0.027062,0.057092,-0.071578,0.162775,0.023484,0.011409,0.002858,0.064820,0.031344,0.029152,0.005653,0.072293,0.003501,0.005263,0.013994,0.036827,0.003227,0.033296,-0.000305,-0.000151,0.000510,0.000623,0.001286,-0.001099,0.000129,-0.000703,-0.016722,0.017535,-0.005429,0.005671,0.020708,-0.001672,-0.005704,-0.011546,0.009118,0.018908,0.009461,-0.012890,-0.006490,-0.000046,-0.000028,-0.000345,0.000004,-0.001511,-0.000023,0.002724,0.000056,0.000313,0.000221,0.000429,-0.000012,0.000246,0.039809,0.014839,0.130682,0.038428,0.027456,0.385242,0.003778,0.101239,1.014790,0.431785,0.377303,0.257455,0.295221,0.226111,0.242545,0.226800,0.192255,0.281813,0.155674,0.185276,0.201433,0.010482,0.002645,0.038531,0.042140,0.022421,0.005910,0.065176,0.005356,0.004097,0.014141,0.030914,0.003133,0.015762,0.038810,0.015334,0.199761,0.042545,0.033184,0.356642,0.005331,0.099792,0.955172,0.398838,0.330669,0.280161,0.276331,0.243902,0.261246,0.245401,0.203893,0.297812,0.196550,0.243534,0.233883,0.015020,0.003959,0.050107,0.047501,0.023293,0.009027,0.058942,0.005763,0.005256,0.015957,0.035821,0.004457,0.014757,speech
0.075381,0.010028,3.094911,0.179416,0.217865,0.622496,0.006354,0.103940,-24.972480,2.444855,-0.018117,0.402646,0.084169,0.266356,0.076021,0.089910,-0.000718,0.055233,-0.000458,0.122140,-0.016898,0.015296,0.003156,0.041642,0.012408,0.064797,0.008435,0.037327,0.004110,0.006356,0.013614,0.039269,0.003103,0.026091,0.000046,0.000087,-0.001298,-0.001652,-0.001550,-0.002414,0.000155,-0.000324,0.022645,0.010106,0.006306,0.006805,0.004925,-0.002771,-0.004875,-0.006574,-0.002797,-0.002421,-0.004769,-0.001917,-0.000238,-0.000280,0.000042,-0.000775,0.000827,-0.002512,-0.000025,0.001033,-0.000006,-0.000028,0.001665,-0.000038,0.000082,-0.000350,0.017593,0.008724,0.099989,0.018586,0.024522,0.210806,0.002260,0.048732,1.044272,0.409727,0.341748,0.356422,0.235800,0.264997,0.185579,0.192672,0.178214,0.158367,0.150102,0.118177,0.145948,0.012333,0.003420,0.026199,0.007348,0.033754,0.006843,0.026288,0.008050,0.006265,0.009890,0.021298,0.002137,0.007317,0.024260,0.008347,0.146119,0.022295,0.025660,0.222221,0.002873,0.054861,0.917854,0.445750,0.405189,0.408043,0.251086,0.341984,0.238405,0.268010,0.217319,0.222291,0.193190,0.151845,0.194161,0.016725,0.004405,0.037890,0.010525,0.036151,0.008769,0.032291,0.010380,0.008196,0.012231,0.028445,0.002825,0.008869,speech
0.093517,0.023376,3.116488,0.190371,0.214935,0.800447,0.010963,0.148588,-25.389595,2.177016,-0.487397,0.125326,-0.070325,0.156167,0.084139,-0.018120,0.001388,-0.063641,-0.047205,0.026017,0.005545,0.013655,0.005893,0.070099,0.015849,0.017440,0.011984,0.059479,0.004497,0.006221,0.010221,0.030007,0.006852,0.030072,0.001064,-0.000049,-0.009277,0.001060,0.000012,0.013867,0.000036,0.004900,-0.014134,-0.013748,0.016506,-0.011974,0.001013,-0.007994,-0.003452,-0.008693,0.007107,-0.002496,0.005377,0.002884,0.011934,-0.000054,-0.000043,-0.000077,0.000251,-0.000239,-0.000160,-0.000123,-0.000003,0.000071,0.000342,-0.000863,0.000108,-0.000148,0.035730,0.029026,0.161089,0.041884,0.028582,0.364815,0.008282,0.101794,1.477297,0.523571,0.458931,0.375376,0.328370,0.246523,0.230905,0.241982,0.290727,0.247020,0.312069,0.309447,0.270473,0.013396,0.006632,0.040045,0.020567,0.015886,0.015979,0.044410,0.007600,0.006424,0.012590,0.022134,0.006160,0.011727,0.036749,0.022419,0.208255,0.037360,0.026285,0.387849,0.007960,0.104164,1.005708,0.673659,0.505943,0.431716,0.379654,0.317839,0.297228,0.276998,0.342322,0.323075,0.403000,0.351139,0.315917,0.018345,0.008717,0.057169,0.031715,0.022468,0.021403,0.057636,0.010030,0.008130,0.017199,0.024917,0.007778,0.014785,speech
0.104543,0.024559,3.122537,0.200479,0.212327,0.865018,0.012838,0.158350,-24.353986,2.206579,-0.582931,-0.141945,-0.156051,-0.009923,-0.020866,0.004646,0.010362,-0.014671,-0.121824,-0.101797,-0.044967,0.025519,0.015604,0.025550,0.015144,0.021328,0.017075,0.019637,0.003799,0.016240,0.013288,0.018978,0.009425,0.021999,0.000213,-0.000007,0.000907,0.000535,0.000406,0.002533,0.000073,0.000325,-0.004187,-0.001687,-0.002078,-0.002187,0.002807,0.004938,0.004157,-0.000388,-0.005652,-0.004906,-0.002959,-0.002997,0.000576,0.000033,-0.000060,-0.000010,0.000242,0.000280,-0.000459,-0.000042,0.000020,-0.000014,-0.000019,0.000008,0.000002,-0.000080,0.047458,0.031715,0.203328,0.051830,0.035102,0.443825,0.007653,0.113398,1.133708,0.460616,0.641120,0.381558,0.361437,0.302234,0.265558,0.260638,0.243240,0.252712,0.250114,0.251790,0.249677,0.027721,0.020518,0.021849,0.021261,0.028200,0.021117,0.018874,0.005060,0.028073,0.012094,0.019218,0.011622,0.011072,0.056552,0.033128,0.319611,0.061228,0.038994,0.576546,0.009897,0.145450,1.017579,0.530309,0.584501,0.423002,0.395967,0.314692,0.343406,0.283035,0.278103,0.309899,0.286097,0.315743,0.280540,0.034765,0.027681,0.027989,0.029552,0.035623,0.024707,0.023467,0.006783,0.035347,0.016313,0.026712,0.013742,0.014670,speech
0.109142,0.011824,3.043030,0.199799,0.216898,0.873212,0.010633,0.176609,-25.563169,2.354620,-0.438775,0.030023,-0.118104,-0.065964,-0.060691,0.008632,-0.012730,-0.066676,-0.094267,-0.017194,-0.015754,0.020905,0.008592,0.029934,0.016967,0.019101,0.017585,0.029202,0.002249,0.012041,0.019318,0.019281,0.008427,0.019580,-0.000181,-0.000002,0.000122,-0.000299,-0.000149,-0.003224,0.000024,-0.000472,-0.008591,0.002053,-0.001868,-0.000353,0.001812,0.001072,0.001615,0.001659,-0.000575,0.002706,0.001797,0.000747,0.002749,-0.000082,-0.000018,-0.000430,0.000041,-0.000028,0.000038,0.000975,-0.000014,-0.000043,-0.000099,-0.000066,-0.000020,0.000148,0.067343,0.016083,0.251281,0.071345,0.042830,0.527146,0.006557,0.184993,1.268880,0.528434,0.640251,0.349236,0.446086,0.303032,0.258795,0.185221,0.230705,0.171953,0.228094,0.199564,0.207534,0.023851,0.012799,0.028455,0.015865,0.017678,0.017791,0.025711,0.003296,0.014408,0.016619,0.015458,0.010234,0.008665,0.076345,0.016048,0.359879,0.080304,0.046064,0.618452,0.007715,0.226180,1.067911,0.604271,0.513813,0.409021,0.476893,0.349130,0.324988,0.240811,0.260380,0.189791,0.260650,0.227443,0.240342,0.029060,0.016724,0.032659,0.021281,0.025405,0.022278,0.028705,0.004668,0.019883,0.020389,0.020223,0.012604,0.009814,speech
