@RELATION svm_rbf_movie8class
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {Speech,Music,Others1,Others2,Others3,Shots,Fights,Screams}

@DATA
0.157408,0.014344,3.006477,0.265434,0.244346,1.186066,0.007968,0.279727,-24.590189,2.112336,0.276731,-0.027060,0.050463,0.155672,0.098048,0.014265,-0.087887,-0.039562,-0.116870,0.084532,0.082953,0.016322,0.003739,0.043272,0.023090,0.036771,0.010878,0.027532,0.002465,0.005660,0.015752,0.019497,0.003612,0.021745,0.001490,-0.000269,0.000648,0.001192,0.000434,0.014431,0.000047,0.003750,-0.014064,-0.013147,-0.002734,-0.002235,-0.003678,-0.003937,0.010044,-0.000898,-0.000267,0.000768,-0.001287,-0.003466,0.007799,-0.000086,-0.000055,-0.000170,0.000221,-0.000939,0.000068,0.000906,0.000110,-0.000105,-0.000116,0.000408,0.000037,0.000004,0.097199,0.011659,0.288743,0.086682,0.030327,0.691627,0.005254,0.206906,1.506582,0.831459,0.625344,0.473471,0.311932,0.295115,0.268315,0.260416,0.239970,0.250783,0.187757,0.252091,0.196200,0.016990,0.004168,0.038149,0.023390,0.027077,0.009858,0.024721,0.002385,0.005438,0.013232,0.015188,0.003288,0.011266,0.108892,0.012644,0.404810,0.097389,0.032693,0.822890,0.006012,0.252026,1.555917,0.968345,0.678289,0.535039,0.403261,0.331804,0.327612,0.321199,0.307161,0.298376,0.228329,0.317601,0.222688,0.023436,0.005383,0.044030,0.028013,0.034874,0.013070,0.027716,0.003014,0.006991,0.015921,0.019446,0.004457,0.013928,Speech
0.128529,0.017647,2.971344,0.235146,0.240549,0.863578,0.010167,0.192917,-24.809608,2.563812,0.622654,0.371439,0.116211,0.054376,-0.035783,0.055157,0.083494,0.053228,-0.107814,0.087344,-0.066186,0.016869,0.004085,0.062571,0.015612,0.039058,0.010404,0.037051,0.001451,0.008258,0.013310,0.025791,0.004219,0.024446,-0.004960,0.000305,-0.028290,-0.006780,-0.001450,-0.058432,0.000236,-0.018991,0.075217,0.071897,-0.013804,-0.025835,0.001148,-0.005732,-0.008849,0.011604,-0.005410,-0.011826,-0.000834,0.005860,-0.021591,0.000243,0.000337,-0.000683,0.000317,-0.000197,0.000031,-0.000461,-0.000063,0.000151,0.001035,0.001116,-0.000056,-0.000162,0.099604,0.015355,0.301618,0.095114,0.033196,0.700531,0.005440,0.224025,1.388952,0.680381,0.496932,0.348205,0.358610,0.309208,0.277179,0.242137,0.216256,0.237670,0.178973,0.225546,0.241696,0.016557,0.004218,0.042236,0.017985,0.021214,0.011498,0.025847,0.002028,0.009328,0.010018,0.017114,0.005709,0.008016,0.107813,0.019593,0.420388,0.108820,0.039457,0.829383,0.007291,0.255470,1.553881,0.843935,0.540292,0.462238,0.415055,0.337654,0.362146,0.373507,0.289861,0.271309,0.242427,0.307819,0.229300,0.023294,0.005267,0.053414,0.026277,0.029213,0.016631,0.034924,0.002767,0.011340,0.013392,0.020616,0.008307,0.010612,Speech
0.129722,0.023993,3.055231,0.236831,0.241836,0.996072,0.007957,0.243488,-24.520985,2.277827,0.002077,0.111760,-0.128095,-0.080699,0.085879,-0.063957,-0.273370,-0.110222,-0.063978,-0.077090,0.171826,0.008290,0.004105,0.036340,0.018255,0.042363,0.017786,0.030891,0.002757,0.012681,0.016737,0.023760,0.002967,0.022772,-0.004002,-0.000585,0.003738,-0.002119,0.000259,0.000240,-0.000129,-0.003190,-0.051774,-0.032784,-0.017341,0.016626,0.016546,-0.000529,-0.013748,-0.003601,-0.004425,-0.009599,0.010974,0.000839,0.007936,-0.000017,-0.000027,-0.000638,0.000225,0.000934,-0.000072,0.001457,0.000081,0.000077,-0.000113,-0.000153,0.000040,-0.000073,0.071265,0.020967,0.255120,0.073425,0.039245,0.438271,0.004898,0.192736,1.588412,0.402749,0.554456,0.265085,0.396853,0.233562,0.236737,0.238172,0.249750,0.184044,0.163763,0.199244,0.171820,0.006802,0.004822,0.029435,0.018594,0.029463,0.017691,0.026853,0.002201,0.012708,0.016082,0.019348,0.002739,0.008150,0.076476,0.023774,0.357154,0.066334,0.035094,0.466597,0.006511,0.196563,1.564813,0.466416,0.549217,0.262399,0.379619,0.308633,0.274581,0.248011,0.256738,0.244173,0.209204,0.261660,0.212476,0.009256,0.007121,0.033185,0.023877,0.039311,0.019159,0.028890,0.002657,0.015330,0.018689,0.017711,0.003959,0.010816,Speech
0.180109,0.018458,3.045264,0.285218,0.251311,1.390534,0.006409,0.343972,-24.639276,1.707608,0.018510,-0.191758,-0.534942,0.091116,-0.210662,-0.013445,-0.100978,-0.072135,-0.113589,-0.032346,-0.188449,0.020200,0.006864,0.012830,0.018299,0.020125,0.019058,0.020432,0.003627,0.011291,0.013227,0.017363,0.019602,0.017947,-0.001525,0.001936,-0.001834,-0.004023,-0.003226,-0.024086,0.000343,-0.007009,0.072847,-0.015712,0.006423,-0.007556,-0.007280,0.017910,-0.021108,0.018351,0.005962,-0.002811,0.006053,0.007821,-0.002905,0.000404,0.000033,-0.000730,-0.001127,-0.000655,0.004498,0.000418,-0.000150,-0.000106,-0.000473,-0.000319,0.000312,0.001045,0.082231,0.023470,0.258516,0.074670,0.038557,0.555761,0.003915,0.200626,1.650526,0.560375,0.609697,0.301507,0.359108,0.311633,0.282192,0.273468,0.205729,0.283433,0.224159,0.199692,0.192197,0.015735,0.006019,0.009458,0.014725,0.025181,0.024637,0.021794,0.004969,0.011384,0.010778,0.019745,0.027693,0.011974,0.090045,0.023998,0.395798,0.072114,0.030464,0.616497,0.003959,0.225338,1.672672,0.540622,0.505730,0.364515,0.370051,0.263610,0.315998,0.299097,0.251470,0.271704,0.256595,0.247312,0.224447,0.018703,0.007908,0.012325,0.018415,0.026868,0.027999,0.026370,0.007093,0.012886,0.012433,0.027072,0.027915,0.012906,Speech
0.259804,0.021500,3.075539,0.343363,0.263993,1.586314,0.006324,0.418167,-24.609427,1.930337,0.519444,-0.239993,-0.545681,-0.062143,-0.298111,0.031631,0.040283,-0.050525,0.017659,0.143084,-0.143404,0.013602,0.006657,0.003401,0.008503,0.042584,0.028121,0.017449,0.001294,0.005638,0.023781,0.011109,0.012372,0.019010,0.050428,-0.008278,0.009730,0.042885,0.012079,0.301390,-0.000330,0.095479,-0.784286,-0.085662,-0.058745,0.109768,0.093281,-0.107492,0.072635,0.054934,0.028495,-0.050459,-0.040565,-0.102610,0.024003,0.000079,-0.000784,-0.000405,-0.000242,-0.008641,-0.002926,-0.000906,-0.000087,-0.000410,0.002872,-0.000991,-0.007362,-0.002001,0.104352,0.017908,0.239528,0.071521,0.014843,0.775315,0.003486,0.203265,1.187242,0.547490,0.390872,0.334037,0.304995,0.222129,0.183889,0.238963,0.146713,0.173099,0.197965,0.225956,0.062289,0.009448,0.006556,0.002745,0.004927,0.040649,0.031114,0.014270,0.001312,0.010907,0.012543,0.009479,0.013321,0.010218,0.126213,0.021919,0.353799,0.080370,0.029801,0.798725,0.005181,0.214328,0.986669,0.519368,0.273657,0.223150,0.295463,0.275056,0.154686,0.263346,0.175481,0.211827,0.191201,0.196580,0.113798,0.014783,0.008307,0.003972,0.007655,0.040518,0.035527,0.013661,0.001913,0.015620,0.019837,0.011561,0.014718,0.012061,Speech
0.136899,0.019345,3.085706,0.244040,0.236044,1.186484,0.006286,0.233786,-24.091804,1.841631,-0.150279,-0.198821,-0.528022,0.072592,-0.327927,0.027823,-0.047999,0.101436,-0.102329,-0.030263,-0.055325,0.024937,0.019558,0.008332,0.019252,0.039844,0.019663,0.012683,0.003187,0.007277,0.011017,0.013935,0.015822,0.019601,-0.000961,0.000056,0.016012,-0.001198,-0.001609,-0.001877,0.000079,0.003902,0.027273,0.000355,0.017005,-0.030408,0.005169,0.025303,-0.018658,0.012569,0.007425,0.005604,-0.000107,-0.004360,-0.000671,-0.001459,0.001528,0.000207,-0.000038,-0.000220,-0.000337,-0.000357,0.000007,0.000607,-0.000252,0.000149,0.000288,0.000134,0.071414,0.018961,0.258392,0.059382,0.031193,0.568213,0.003806,0.181169,1.622646,0.667427,0.557902,0.438118,0.345773,0.342703,0.244527,0.203817,0.261077,0.226441,0.199737,0.202426,0.214915,0.024723,0.025107,0.007169,0.019130,0.046934,0.020758,0.006887,0.003733,0.007670,0.009866,0.011325,0.012107,0.011142,0.076547,0.021944,0.423119,0.063964,0.030009,0.617111,0.005041,0.224724,1.688763,0.658304,0.535008,0.401732,0.373803,0.310110,0.291526,0.242940,0.277450,0.286381,0.258074,0.210919,0.237010,0.023742,0.026097,0.006801,0.021087,0.046416,0.023993,0.009159,0.005232,0.009134,0.011191,0.014001,0.016387,0.011676,Speech
0.198655,0.016897,3.074994,0.283878,0.237552,1.652830,0.005321,0.340812,-23.928374,1.411486,-0.011537,0.006879,-0.534265,0.206936,-0.288990,-0.079350,0.153250,0.128035,-0.169852,0.063019,-0.054150,0.011534,0.007339,0.007884,0.011882,0.020967,0.012205,0.017519,0.002484,0.008556,0.018384,0.009434,0.007093,0.010990,0.006852,-0.000067,-0.000558,0.005540,0.000838,0.051778,0.000065,0.016313,-0.021964,-0.059998,-0.014178,0.023910,0.009531,0.008837,0.013811,-0.013552,0.001237,-0.021693,0.000195,-0.007416,-0.003755,-0.000120,0.000159,-0.000083,-0.000359,-0.001977,0.000082,-0.000077,0.000021,-0.000108,-0.000004,-0.000402,-0.000221,-0.000475,0.095951,0.016047,0.275395,0.080926,0.036835,0.641499,0.002832,0.200086,1.430709,0.603969,0.487028,0.343192,0.385271,0.303600,0.237594,0.209122,0.182878,0.265900,0.214760,0.214887,0.222637,0.009113,0.007311,0.003654,0.013072,0.018204,0.015683,0.017555,0.002711,0.008506,0.020995,0.006467,0.006284,0.006666,0.073939,0.016280,0.406769,0.065115,0.027306,0.467185,0.003479,0.155367,1.312899,0.564955,0.427491,0.439213,0.397972,0.291677,0.246378,0.290365,0.252568,0.354524,0.218687,0.183056,0.259766,0.008972,0.008884,0.005213,0.015174,0.019542,0.021623,0.015198,0.003344,0.010307,0.023873,0.008602,0.008382,0.005956,Speech
0.192178,0.025026,3.045050,0.268711,0.221393,1.234196,0.008926,0.298667,-24.588699,1.947262,-0.269058,-0.196970,-0.704897,-0.014757,0.235120,-0.138170,-0.284754,-0.023000,-0.178863,-0.179170,0.095725,0.020531,0.003563,0.025642,0.018688,0.014721,0.020676,0.021448,0.003351,0.006152,0.012534,0.012488,0.007828,0.017075,0.000021,0.000106,-0.005093,-0.000299,0.000510,-0.018886,0.000255,-0.003917,-0.019487,0.028112,0.025719,-0.009894,0.015921,-0.004416,0.001844,-0.001514,-0.008176,0.006915,0.013037,-0.000750,-0.000187,-0.000409,-0.000163,-0.000127,-0.000233,-0.000282,0.001582,0.001211,-0.000017,0.000150,-0.000047,-0.000071,-0.000045,0.000416,0.160290,0.022406,0.277701,0.133652,0.048227,0.680693,0.005508,0.247777,2.191739,0.549907,0.759248,0.321511,0.532982,0.316056,0.301013,0.246418,0.351705,0.276183,0.288109,0.195450,0.221056,0.026002,0.003334,0.022072,0.021728,0.016207,0.025742,0.023034,0.004046,0.007018,0.012574,0.012212,0.012399,0.008665,0.143341,0.020951,0.369995,0.115230,0.042880,0.727253,0.006592,0.250003,1.577651,0.605022,0.584571,0.327700,0.450788,0.314419,0.322922,0.306680,0.341782,0.282087,0.276836,0.213817,0.228624,0.028921,0.004037,0.027406,0.032124,0.020558,0.031932,0.027692,0.004327,0.009593,0.017491,0.014704,0.016778,0.009829,Speech
0.225586,0.013563,3.077548,0.310464,0.248546,1.450571,0.008483,0.377631,-25.933036,2.030693,0.457094,-0.315886,-0.355351,-0.007478,-0.063061,-0.132000,-0.055994,-0.107270,-0.227905,-0.020423,-0.025140,0.021154,0.003494,0.026978,0.017549,0.018668,0.015930,0.017004,0.001273,0.007948,0.014005,0.012573,0.006169,0.015026,0.004404,-0.000199,-0.005909,0.000230,-0.001525,-0.012932,-0.000180,-0.005458,-0.154791,0.009848,0.006479,-0.004840,0.017065,-0.027152,0.002170,0.014393,0.015853,-0.017365,0.007073,-0.015659,0.003703,-0.001178,-0.000035,-0.000101,-0.000237,-0.000198,-0.000360,-0.001032,-0.000042,-0.000066,0.000226,0.000133,-0.000208,-0.000363,0.139844,0.018518,0.212388,0.112847,0.038092,0.831780,0.005151,0.264563,1.829587,0.785314,0.646733,0.319398,0.408643,0.297728,0.383592,0.253628,0.247336,0.190108,0.233899,0.189285,0.239152,0.024451,0.002874,0.024886,0.019385,0.018093,0.017632,0.013818,0.001372,0.009381,0.009836,0.010741,0.007748,0.009142,0.147496,0.016873,0.282160,0.116428,0.040204,0.922363,0.005627,0.313495,1.257092,0.828678,0.614771,0.401393,0.449671,0.341568,0.392107,0.250037,0.246276,0.243098,0.261228,0.217869,0.263162,0.034998,0.004335,0.032708,0.028766,0.025388,0.023359,0.013473,0.001851,0.013922,0.014886,0.014954,0.009737,0.009817,Speech
0.197701,0.026936,2.956153,0.290934,0.252944,1.256865,0.010528,0.317972,-24.542810,1.924839,0.436771,-0.453520,-0.411662,-0.039941,-0.237966,0.027278,-0.094660,0.124546,-0.089474,0.040591,-0.113967,0.015812,0.009865,0.007468,0.006382,0.014115,0.022708,0.021455,0.003738,0.018159,0.023828,0.017051,0.007777,0.018866,-0.006165,0.000492,-0.000005,-0.003272,-0.000456,-0.037870,0.000072,-0.008139,0.091636,0.018735,0.007442,-0.021311,-0.003474,0.001596,-0.006873,0.018291,0.003178,0.012963,-0.005982,0.001886,-0.004182,0.000115,0.000716,-0.000181,-0.000046,-0.000249,-0.000035,-0.000032,-0.000018,0.000347,0.000372,-0.000059,-0.000027,0.000111,0.110126,0.025285,0.428301,0.089215,0.029548,0.736571,0.008740,0.238081,1.715247,0.594241,0.642684,0.466560,0.336142,0.370413,0.365889,0.333209,0.271048,0.234070,0.223382,0.196236,0.232980,0.021581,0.012141,0.005774,0.006550,0.013262,0.036247,0.021209,0.004979,0.024165,0.024145,0.019213,0.010678,0.013745,0.121230,0.033727,0.621172,0.097447,0.034514,0.832469,0.010306,0.257939,1.800019,0.770109,0.549836,0.439127,0.406910,0.406560,0.310519,0.312359,0.299393,0.245024,0.309196,0.235551,0.248712,0.027679,0.014059,0.007818,0.008936,0.015672,0.036416,0.024735,0.005637,0.035329,0.024589,0.025398,0.011553,0.015690,Speech
0.129092,0.015508,3.069931,0.231210,0.229245,1.027603,0.009061,0.202514,-24.923765,1.988517,-0.256871,-0.138227,-0.551619,0.019935,-0.187950,-0.111939,0.002999,0.277200,-0.108748,0.166151,-0.084637,0.014119,0.009187,0.008172,0.019076,0.023267,0.014216,0.011388,0.001767,0.010571,0.039468,0.015311,0.008756,0.017122,-0.004102,0.000130,0.030261,-0.001891,-0.001540,-0.006987,0.000208,-0.005139,0.241955,-0.038241,-0.007356,0.015271,-0.073383,0.029175,0.024195,-0.068187,0.002120,0.014295,-0.015778,0.068522,-0.009468,-0.000609,-0.001329,-0.003532,0.005624,0.000392,-0.002171,-0.003273,-0.000078,-0.000526,0.006167,-0.000986,0.000133,0.001202,0.058720,0.017148,0.184583,0.051648,0.030176,0.459970,0.005633,0.126168,1.534242,0.549233,0.807278,0.335417,0.328067,0.260625,0.305743,0.282053,0.217090,0.184487,0.173826,0.188264,0.200397,0.013930,0.009719,0.006889,0.012657,0.018974,0.014407,0.010584,0.001741,0.013452,0.028694,0.012571,0.006929,0.008744,0.057839,0.014973,0.285368,0.045770,0.034205,0.501327,0.006951,0.133490,1.807038,0.697285,0.748591,0.339617,0.452590,0.351633,0.343293,0.329554,0.235038,0.268606,0.256170,0.248986,0.235581,0.017616,0.011854,0.012684,0.011260,0.024580,0.022551,0.015153,0.002191,0.017524,0.035794,0.021071,0.009857,0.010736,Speech
0.143498,0.019674,2.997565,0.224564,0.219116,1.020685,0.010071,0.224312,-24.409384,2.276023,-0.489625,-0.061212,-0.363120,0.165419,0.240273,-0.078847,-0.120931,-0.048275,-0.143120,0.020249,-0.026051,0.023099,0.007164,0.023920,0.015199,0.017197,0.020833,0.023246,0.006871,0.006190,0.016043,0.020436,0.006758,0.017947,-0.000726,0.000359,-0.003117,-0.001911,-0.001480,-0.014835,0.000257,-0.002300,0.012795,0.013631,-0.023730,-0.009430,-0.035514,0.011745,0.006340,0.002416,0.000574,-0.006051,0.009881,0.006274,-0.000881,-0.002803,0.000579,0.000692,-0.000210,0.000877,-0.000124,-0.000002,0.000146,0.000135,-0.000072,-0.000336,-0.000112,-0.000514,0.092499,0.017647,0.343530,0.083532,0.039452,0.635094,0.005819,0.177777,1.330736,0.635307,0.815841,0.301385,0.322509,0.307546,0.373523,0.214650,0.250173,0.177434,0.191973,0.195882,0.177363,0.024205,0.008179,0.019198,0.018320,0.016072,0.024270,0.019541,0.010036,0.005381,0.017534,0.018432,0.007208,0.008235,0.094058,0.019189,0.499675,0.085503,0.037715,0.756415,0.007147,0.195473,1.347320,0.767468,0.670369,0.323533,0.401945,0.348248,0.376086,0.264270,0.260591,0.209345,0.228780,0.205153,0.216562,0.031013,0.011668,0.024060,0.022446,0.021758,0.029600,0.022501,0.011802,0.007127,0.020805,0.021422,0.009380,0.010835,Speech
0.170766,0.017858,3.165593,0.297384,0.262377,1.534798,0.005501,0.358583,-25.622006,1.519211,0.312975,0.146853,-0.376615,0.043454,-0.148192,-0.214125,0.007472,-0.083781,-0.015171,-0.052749,-0.112187,0.038359,0.005240,0.023053,0.010592,0.012481,0.017409,0.023871,0.002935,0.009645,0.018216,0.019641,0.006725,0.018952,0.005653,-0.003191,0.003252,0.008286,0.003800,0.059074,-0.000163,0.024750,-0.240224,-0.047959,-0.009145,-0.011288,-0.003739,-0.006530,-0.000917,-0.014180,0.011363,-0.000413,0.005428,-0.021550,-0.013504,-0.001340,-0.000095,-0.002411,0.000384,0.000539,0.000285,0.000629,0.000054,-0.001906,-0.000163,0.000774,0.000728,-0.001190,0.056651,0.026055,0.079656,0.048751,0.027820,0.557318,0.004158,0.146672,2.235436,0.610074,0.555145,0.330193,0.408893,0.306741,0.270831,0.268711,0.327063,0.268285,0.267176,0.253034,0.197492,0.042346,0.006425,0.024226,0.009805,0.009167,0.027198,0.019952,0.002750,0.012241,0.019187,0.013735,0.007403,0.011248,0.049358,0.021570,0.096349,0.039499,0.019755,0.514041,0.003555,0.158103,0.853277,0.597505,0.491677,0.325386,0.328450,0.333778,0.332425,0.288110,0.353375,0.324131,0.326287,0.292516,0.294479,0.050192,0.005741,0.028292,0.012145,0.012407,0.041396,0.026435,0.003540,0.012830,0.029165,0.015633,0.008191,0.011915,Speech
0.144786,0.025958,2.926214,0.229606,0.223722,0.941129,0.010440,0.245132,-25.487558,2.419155,-0.576227,-0.457828,-0.449293,0.303038,0.223950,-0.071147,-0.052389,0.067116,-0.013636,0.046530,0.038853,0.010546,0.004050,0.026835,0.011313,0.016407,0.020894,0.028056,0.007288,0.010342,0.017303,0.018133,0.008660,0.015641,0.000593,-0.000088,0.060654,0.005313,0.003616,0.025080,0.000290,0.000658,-0.048467,-0.057446,-0.011679,0.021517,0.069280,0.002955,0.024207,-0.022890,-0.005456,-0.007340,-0.014207,0.005992,-0.001754,0.000228,-0.000309,0.007577,-0.000223,0.001079,-0.000191,0.002396,0.000005,0.000013,-0.001000,-0.001998,-0.002414,0.001125,0.101421,0.035501,0.332443,0.103094,0.054804,0.699064,0.007183,0.223537,2.664699,0.733741,0.867664,0.307652,0.520017,0.269718,0.416155,0.308127,0.252431,0.305686,0.180593,0.186757,0.234244,0.006746,0.002587,0.036138,0.008566,0.011760,0.021195,0.021126,0.011838,0.010574,0.015073,0.020980,0.011017,0.008758,0.086013,0.027196,0.362154,0.079534,0.044120,0.613457,0.006255,0.161717,1.931297,0.816599,0.664882,0.313221,0.445843,0.272788,0.376765,0.234726,0.251045,0.315766,0.211943,0.269941,0.302350,0.006644,0.003822,0.032731,0.011990,0.017040,0.033603,0.025461,0.016052,0.011212,0.022121,0.020482,0.007996,0.010287,Speech
0.148972,0.030339,3.079806,0.234657,0.231739,0.993129,0.011304,0.237486,-25.618052,2.589721,-0.195865,-0.153019,-0.331791,0.052374,0.108129,0.040917,0.091724,-0.135719,-0.226247,-0.069760,-0.040614,0.017783,0.012323,0.022017,0.036292,0.018478,0.009543,0.021322,0.003593,0.006297,0.019476,0.012707,0.006023,0.017297,0.000775,-0.001420,-0.010264,0.000819,0.001033,0.000067,-0.000025,-0.001769,-0.032879,0.001473,0.008257,0.010526,0.022379,-0.008806,-0.014448,-0.001512,-0.012653,0.006223,0.000606,-0.010721,0.009811,0.000444,0.000060,0.000767,-0.002090,0.001359,0.000850,-0.000063,0.000022,0.000227,-0.000026,0.000223,-0.000142,-0.000235,0.104975,0.041627,0.284201,0.103188,0.050180,0.762053,0.010020,0.212619,2.414855,0.724755,0.594631,0.442721,0.362431,0.302572,0.224838,0.207256,0.227352,0.229538,0.164451,0.170184,0.157327,0.011359,0.020311,0.019343,0.044400,0.018052,0.009718,0.018105,0.005449,0.006816,0.012447,0.009632,0.005065,0.010582,0.101734,0.026630,0.407020,0.085837,0.039834,0.725406,0.013290,0.211899,1.299789,0.722542,0.533648,0.421592,0.353488,0.354931,0.284338,0.249251,0.308311,0.255344,0.212991,0.243079,0.184909,0.014802,0.022307,0.025580,0.048911,0.015475,0.011445,0.021925,0.005136,0.008001,0.015223,0.008967,0.007371,0.012934,Speech
